"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"심곡동 709",1,경기도 부천시 장말로280번길 47,경기도 부천시 심곡3동 336-36 앞 (336-1 과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 951",1,,경기도 부천시 심곡3동 348 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동1011",1,경기도 부천시 장말로308번길 36-5,경기도 부천시 심곡3동 330-16번지앞한전철주에신설,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 822",1,경기도 부천시 장말로293번길 14-13,경기도 부천시 심곡3동 303-20앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 879",1,경기도 부천시 심중로108번길 20,경기도 부천시 심곡3동 314-10 앞 골목입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 785",1,경기도 부천시 심중로 88,경기도 부천시 심곡3동 321-7 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 749",1,경기도 부천시 신흥로 67,경기도 부천시 심곡3동 328-15 앞 골목코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 853",1,,경기도 부천시 심곡3동 302 번지앞 (303-4맞은편 은혜공원 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 733",1,경기도 부천시 장말로308번길 51,경기도 부천시 심곡3동 340-26 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 634",1,경기도 부천시 원미로97번길 21-10,경기도 부천시 원미2동 172-21 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 498",1,,경기도 부천시 원미2동 177-129 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 627",1,경기도 부천시 원미로77번길 34-12,경기도 부천시 원미2동 174-26 앞 골목 입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사본3동-324",1,경기도 부천시 은성로98번길 132-6,경기도 부천시 소사본3동 294-80,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-081",1,경기도 부천시 소사로176번길 17,경기도 부천시 소사본3동 184-18,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-121",1,경기도 부천시 은성로68번길 7,경기도 부천시 소사본3동 196-2,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-326",1,경기도 부천시 소사로126번길 50,경기도 부천시 소사본3동 294-36,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-041",1,경기도 부천시 은성로61번길 3-8,경기도 부천시 소사본3동 159-22,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-143",1,경기도 부천시 은성로68번길 55,경기도 부천시 소사본3동 199-30,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동 344",1,,경기도 부천시 심곡2동 유정빌라 F동 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사본3동-043",1,경기도 부천시 은성로51번길 8-7,경기도 부천시 소사본3동 159-19,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동346",1,경기도 부천시 신흥로52번길 36,경기도 부천시 심곡1동 406-16번지앞전주보안등,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
1023,1,경기도 부천시 부천로2번길 49,경기도 부천시 심곡2동 142-10 번지,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동606",1,경기도 부천시 원미로31번길 19,경기도 부천시 심곡2동 130-13번지앞전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 332",1,경기도 부천시 부일로449번길 42,경기도 부천시 심곡2동 378-14 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 495",1,경기도 부천시 부천로10번길 59,경기도 부천시 심곡2동 145-2앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 690",1,경기도 부천시 원미로18번길 44,경기도 부천시 심곡2동 490-5 앞 담벽위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 338",1,경기도 부천시 부일로445번길 32,경기도 부천시 심곡2동 405-7 앞 (408-16맞은편 위치1개),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 411",1,,경기도 부천시 심곡2동 175-10앞 (175-17사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 399",1,,경기도 부천시 심곡2동 499-1 번지 (386-5맞은편 전철 담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 373",1,경기도 부천시 부일로459번길 22,경기도 부천시 심곡2동 179-3 기둥교회앞 (380-31맞은편코너위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"오정315",1,경기도 부천시 오정로211번길 40,경기도 부천시 오정동384,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정258",1,경기도 부천시 오정로252번길 56-3,경기도 부천시 오정동548,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정441",1,경기도 부천시 대장로138번길 16-8,경기도 부천시 대장동 180,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정511",1,경기도 부천시 상오정로19번길 18,경기도 부천시 오정567,,,2014,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정479",1,경기도 부천시 대장로187번길 17,경기도 부천시 대장동 120-4,,,2011,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정156",1,경기도 부천시 오정로244번길 49,경기도 부천시 오정동552-7,,,2011,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정385",1,,경기도 부천시 오정동523-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정387",1,,경기도 부천시 오정동480-11,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정431",1,경기도 부천시 대장로 124,경기도 부천시 대장동 203-4,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정296",1,,경기도 부천시 오정동 187-7,,,1995,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정150",1,,경기도 부천시 오정동 562-36,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정289",1,경기도 부천시 오정로266번길 40,경기도 부천시 오정동 113-5,,,1995,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정201",1,경기도 부천시 부천로476번가길 35,경기도 부천시 오정동 575-6,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정29",1,경기도 부천시 상오정로 46-8,경기도 부천시 오정동 613-23,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정95",1,경기도 부천시 상오정로7번길 15,경기도 부천시 오정동 587-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정286",1,,경기도 부천시 오정동 115-5,,,2003,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정350",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정171",1,경기도 부천시 오정로212번길 22,경기도 부천시 오정동 591,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정71",1,경기도 부천시 오정로190번길 16,경기도 부천시 오정동 604,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정277",1,,경기도 부천시 오정동 119-13,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정445",1,,경기도 부천시 대장동 169,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정77",1,경기도 부천시 오정로190번길 16,경기도 부천시 오정동 604,,,,,032-625-7236,경기도 부천시청,2019-09-10
"오정459",1,,경기도 부천시 대장동 228-5,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정492",1,,경기도 부천시 대장동 111-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정51",1,경기도 부천시 부천로 457,경기도 부천시 오정동 608-4,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정58",1,경기도 부천시 신흥로470번길 73,경기도 부천시 오정동 600-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정127",1,경기도 부천시 부천로464번길 36,경기도 부천시 오정동 583-5,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정81",1,,경기도 부천시 오정동 606-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정314",1,,경기도 부천시 오정동 384-4,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정317",1,경기도 부천시 오정로211번길 35-3,경기도 부천시 오정동 387-6,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정366",1,경기도 부천시 산업로114번길 9,경기도 부천시 오정동 747-1,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정98",1,경기도 부천시 상오정로7번길 7,경기도 부천시 오정동 586-7,,,2006,건축물,032-625-7236,경기도 부천시청,2019-09-10
"오정234",1,경기도 부천시 부천로476번나길 80,경기도 부천시 오정동 553,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정235",1,경기도 부천시 부천로476번나길 90,경기도 부천시 오정동 546-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정472",1,경기도 부천시 대장로 160-13,경기도 부천시 대장동 219-4,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정359",1,경기도 부천시 산업로114번길 28-1,경기도 부천시 오정동 752-4,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정285",1,,경기도 부천시 오정동 115-17,,,2003,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정280",1,,경기도 부천시 오정동 116-3,,,2009,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정52",1,경기도 부천시 부천로459번길 15,경기도 부천시 오정동 608-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정476",1,경기도 부천시 대장로 181,경기도 부천시 대장동 120,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"원미동 485",1,경기도 부천시 조종로68번나길 7,경기도 부천시 원미2동 184-30 앞 골목 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 751",1,경기도 부천시 조종로 6,경기도 부천시 원미2동 134-1 남쪽끝 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 521",1,경기도 부천시 원미로65번길 30,경기도 부천시 원미2동 195-2 앞 (중앙연립 1동 2동 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 678",1,경기도 부천시 부천로90번길 46,경기도 부천시 원미2동 147-1 앞 코너위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 438",1,,경기도 부천시 원미2동 189-286 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 741",1,경기도 부천시 부천로96번길 10,경기도 부천시 원미2동 132-4 앞 골목 입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 449",1,,경기도 부천시 원미2동 189-273 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 457",1,,경기도 부천시 원미2동 189-243 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 588",1,경기도 부천시 원미로65번길 66,경기도 부천시 원미2동 149-35 와149-36사이 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 622",1,경기도 부천시 원미로77번길 40-9,경기도 부천시 원미2동 174-1 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미동 511",1,경기도 부천시 원미로65번길 54,경기도 부천시 원미2동 195-16 건물 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"원미414",1,경기도 부천시 부흥로457번가길 3-5,경기도 부천시 원미2동 204-112번지앞통신주,,,2016,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 694",1,경기도 부천시 부천로96번길 50-8,경기도 부천시 원미2동 126-8 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"관리433",1,,경기도 부천시 원미2동 189-314앞 골목안 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 451",1,,경기도 부천시 원미2동 189-111 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"오정69",1,경기도 부천시 오정로190번길 15,경기도 부천시 오정동 605-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정321",1,경기도 부천시 오정로211번길 35-17,경기도 부천시 오정동 387-13 맞은편,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정223",1,경기도 부천시 부천로476번가길 84,경기도 부천시 오정동 554-12,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정18",1,경기도 부천시 상오정로94번길 74,경기도 부천시 오정동 615-5,,,2009,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정41",1,경기도 부천시 상오정로 10,경기도 부천시 오정동 611,,,2008,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정461",1,,경기도 부천시 대장동 228-5,,,2008,한전주,032-625-7236,경기도 부천시청,2019-09-10
"신흥492",1,,경기도 부천시 삼정동 48-91,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정174",1,경기도 부천시 부천로476번가길 18,경기도 부천시 오정동 579-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정369",1,경기도 부천시 산업로114번길 27,경기도 부천시 오정동 754-1,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정76",1,경기도 부천시 부천로463번길 41,경기도 부천시 오정동 603,,,,,032-625-7236,경기도 부천시청,2019-09-10
"오정447",1,경기도 부천시 대장로 160-21,경기도 부천시 대장동 166-2,,,,,032-625-7236,경기도 부천시청,2019-09-10
"오정450",1,경기도 부천시 대장로138번길 42-8,경기도 부천시 대장동 152-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정425",1,,경기도 부천시 대장동 200,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정228",1,경기도 부천시 부천로476번나길 51,경기도 부천시 오정동 557-18,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정155",1,경기도 부천시 오정로244번길 56,경기도 부천시 오정동 560-17,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정246",1,경기도 부천시 오정로244번길 44,경기도 부천시 오정동 559,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"신흥587",1,경기도 부천시 오정로 195-13,경기도 부천시 내동 219-12(연접),,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정469",1,,경기도 부천시 대장동 212-1,,,,,032-625-7236,경기도 부천시청,2019-09-10
"오정194",1,경기도 부천시 부천로476번나길 38,경기도 부천시 오정동 573-16,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정238",1,경기도 부천시 부천로476번나길 86-9,경기도 부천시 오정동 546-3,,,,건축물,032-625-7236,경기도 부천시청,2019-09-10
"오정119",1,경기도 부천시 부천로460번길 59,경기도 부천시 오정동 569-6,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"신흥588",1,경기도 부천시 오정로 195-14,경기도 부천시 내동 219-17,,,,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정336",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정489",1,경기도 부천시 대장로187번길 17,경기도 부천시 대장동 120-4,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정319",1,경기도 부천시 오정로211번길 35-9,경기도 부천시 오정동 387-11(연접),,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정325",1,경기도 부천시 오정로211번길 37,경기도 부천시 오정동 387-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정496",1,,경기도 부천시 대장동 93,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정497",2,,경기도 부천시 대장동 94-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정338",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정313",1,,경기도 부천시 오정동 209-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정440",1,경기도 부천시 대장로138번길 4-2,경기도 부천시 대장동 204,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정7",1,경기도 부천시 상오정로 82-10,경기도 부천시 오정동 616-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정86",1,경기도 부천시 부천로470번길 20,경기도 부천시 오정동 589-4,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정131",1,경기도 부천시 부천로470번길 42,경기도 부천시 오정동 582-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정442",1,경기도 부천시 대장로138번길 17,경기도 부천시 대장동 207-4,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정334",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"심곡동 768",1,경기도 부천시 신흥로67번길 77-10,경기도 부천시 심곡3동 334-24 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 906",1,경기도 부천시 심중로 18-6,경기도 부천시 심곡3동 361-16옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"원미동 202",1,경기도 부천시 조종로68번가길 16-9,경기도 부천시 원미2동 177-137번지앞쪽통신주,,,2008,,032-625-5074,경기도 부천시청,2019-09-10
"소사본3동-048",1,경기도 부천시 은성로51번길 10,경기도 부천시 소사본3동 159-58,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"원미동764",1,경기도 부천시 부흥로457번길 65,경기도 부천시 원미2동189-39번지 통신주,,,2011,,032-625-5074,경기도 부천시청,2019-09-10
"원미동763",1,경기도 부천시 조종로68번길 80,경기도 부천시 원미2동 189-127,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 427",1,,경기도 부천시 원미2동 189-88 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 425",1,경기도 부천시 부흥로457번길 51-3,경기도 부천시 원미2동 189-52 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 500",1,,경기도 부천시 원미2동 177-136 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 483",1,경기도 부천시 조종로68번나길 12-6,경기도 부천시 원미2동 184-64 앞 코너 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 482",1,,경기도 부천시 원미2동 189-334 앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 436",1,,경기도 부천시 원미2동 189-126 앞 코너 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 417",2,경기도 부천시 부흥로457번가길 10,경기도 부천시 원미2동 189-83앞 위치,,,,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 421",1,경기도 부천시 부흥로457번가길 14,경기도 부천시 원미2동 189-82옆통신주,,,2010,,032-625-5074,경기도 부천시청,2019-09-10
"원미동 583",1,경기도 부천시 원미로77번길 40-7,경기도 부천시 원미2동 174-5,,,2016,건축물,032-625-5074,경기도 부천시청,2019-09-10
"원미동 623",1,경기도 부천시 원미로77번길 40-7,경기도 부천시 원미2동 174-5,,,2016,건축물,032-625-5074,경기도 부천시청,2019-09-10
"원미동779",1,,경기도 부천시 원미2동 172 (북쪽 옥상 끝 위치 1개),,,2016,건축물,032-625-5074,경기도 부천시청,2019-09-10
"원미674",1,경기도 부천시 부천로96번길 79,경기도 부천시 원미2동 118-7번지옥상(119-3번지에서이설된것임),,,2016,건축물,032-625-5074,경기도 부천시청,2019-09-10
"소사본3동-023",1,경기도 부천시 소사로202번길 44,경기도 부천시 소사본3동 158-13,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-339",1,경기도 부천시 소사동로 13,경기도 부천시 소사본3동 299-1,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-313",1,경기도 부천시 은성로98번길 100,경기도 부천시 소사본3동 285-40 앞,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-291",1,경기도 부천시 은성로76번길 91,경기도 부천시 소사본3동 292-83,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-165",1,,경기도 부천시 소사본3동 370-1 (273-8 앞),,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-128",1,경기도 부천시 은성로68번길 21-3,경기도 부천시 소사본3동 196-41,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-252",1,경기도 부천시 소사로148번가길 4-7,경기도 부천시 소사본3동 218-34,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-281",1,경기도 부천시 소사로148번길 40-13,경기도 부천시 소사본3동 222-7,,,2002,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-229",1,경기도 부천시 은성로62번길 64,경기도 부천시 소사본3동 217-31,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-010",1,경기도 부천시 은성로67번길 23,경기도 부천시 소사본3동 158-19,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동 603",1,경기도 부천시 원미로31번길 38-5,경기도 부천시 심곡2동 137-37 앞 골목안 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 620",1,경기도 부천시 부천로80번길 27,경기도 부천시 심곡2동 120-20앞 (120-21과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 687",1,,경기도 부천시 심곡2동 490-169 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 433",1,경기도 부천시 부일로 430-13,경기도 부천시 심곡2동 459-3 앞 골목입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"관리 653",1,경기도 부천시 원미로8번길 31,경기도 부천시 심곡2동 490-85번지맞은편 전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 400",1,,경기도 부천시 심곡2동 499-1번지 (385-9맞은편 전철담벽 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 410",1,경기도 부천시 부천로 3-1,경기도 부천시 심곡2동 173-1 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 474",1,경기도 부천시 원미로17번길 28,경기도 부천시 심곡2동 139-7 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 430",1,경기도 부천시 신흥로26번길 9,경기도 부천시 심곡2동 461-10앞 골목입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 660",2,경기도 부천시 원미로8번길 37-10,경기도 부천시 심곡2동 490-29 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 613",1,경기도 부천시 부흥로 446-1,경기도 부천시 심곡2동 132-22번지옆골목전주로이설(22호옥상보안등),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 488",1,경기도 부천시 부일로 490,경기도 부천시 심곡2동 170-2앞 소신여객 (171-22맞은편 위치1개),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 574",1,,경기도 부천시 심곡2동 131-28앞 (131-10과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 396",2,,경기도 부천시 심곡2동 316-5번지(389-1맞은편 전철담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 618",1,경기도 부천시 부천로80번길 19,경기도 부천시 심곡2동 120-11앞 (120-10과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 991",1,경기도 부천시 신흥로59번길 28,경기도 부천시 심곡3동 329-53번지코너전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 757",1,경기도 부천시 신흥로67번길 35,경기도 부천시 심곡3동 330-8 앞위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 772",1,경기도 부천시 장말로280번길 20,경기도 부천시 심곡3동 322-37 앞 (322-30과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 935",1,경기도 부천시 신흥로39번길 35,경기도 부천시 심곡3동 352-8 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 727",1,경기도 부천시 신흥로59번길 44-5,경기도 부천시 심곡3동 330-46 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 960",1,경기도 부천시 신흥로45번길 36,경기도 부천시 심곡3동 344-9 앞 (343맞은편 비둘기공원 코너위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 769",1,경기도 부천시 장말로280번길 37,경기도 부천시 심곡3동 334-34 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 926",1,경기도 부천시 부일로391번길 7,경기도 부천시 심곡3동 357-28 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"오정176",1,경기도 부천시 부천로476번길 7,경기도 부천시 오정동 592-11,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정13",1,경기도 부천시 상오정로94번길 46-1,경기도 부천시 오정동 616-4,,,,건축물,032-625-7236,경기도 부천시청,2019-09-10
"오정152",1,경기도 부천시 부천로476번길 93-10,경기도 부천시 오정동 561,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정65",1,경기도 부천시 오정로188번길 9,경기도 부천시 오정동 595-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정동518",1,,경기도 부천시 고강1동 100-9,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정471",1,,경기도 부천시 대장동 219-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정141",1,경기도 부천시 부천로470번길 79,경기도 부천시 오정동 562-17,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정435",1,,경기도 부천시 대장동 264-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정446",1,경기도 부천시 대장로138번길 32,경기도 부천시 대장동 168,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정208",1,경기도 부천시 부천로478번길 64,경기도 부천시 오정동 575,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정149",1,경기도 부천시 부천로476번길 90,경기도 부천시 오정동 562,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정299",1,경기도 부천시 오정로 249,경기도 부천시 오정동725,,,,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정동516",1,,경기도 부천시 서울시 경계,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정동515",1,,경기도 부천시 고강동102-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정167",1,경기도 부천시 부천로476번길 45,경기도 부천시 오정동 580-5,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정346",1,,경기도 부천시 오정산업단지,,,,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정290",1,,경기도 부천시 오정113-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정275",1,,경기도 부천시 오정119-8,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정73",1,경기도 부천시 오정로190번길 16,경기도 부천시 오정동604,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"소사본3동-168",1,,경기도 부천시 소사본3동 408-1(265-13 앞),,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-280",1,경기도 부천시 소사로126번길 15,경기도 부천시 소사본3동 229-12 (222-45 앞),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
